Date-Time,Model,Treatment,Task,Prompt Tokens,Completion Tokens,Total Tokens,Start Date-Time,End Date-Time,Duration (s),Prompt,Response,Error Message
4/25/2023 13:07,gpt-3.5,baseline,verify,2652,268,2920,4/25/2023 13:06,4/25/2023 13:07,52.517112,"Sharkiem,

Thank you for sharing your case record for our review. 

Regarding your case record #10007, you had a COMPAS risk score of 6 on a scale of 1-10. This means you were scored as a high risk for reoffending.

You received this score primarily because you had a high risk score for noncompliance (6) and a high risk score for criminal attitude (6). These were the two most important factors in receiving a high overall risk score.

You also had a high risk score for criminal associates (6). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (7), family criminality (5), and vocational risk factors (6), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10007
name: sharkiem
decile_score: 6
decile_score_level: high

# Features
priors_count:
c_charge_degree:
juv_fel_count:
family_criminality: 5
criminal_attitude: 6
criminal_associates: 6
financial_problems: 7
substance_abuse:
noncompliance: 6
social_environment:
vocational: 6

# Feature Levels
priors_count_level:
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level: low
criminal_attitude_level: high
criminal_associates_level: high
financial_problems_level: high
substance_abuse_level:
noncompliance_level: high
social_environment_level:
vocational_level: high

# Feature Importance Levels
noncompliance_importance_level: high
criminal_attitude_importance_level: high
criminal_associates_importance_level: medium
financial_problems_importance_level: low
family_criminality_importance_level: low
vocational_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
substance_abuse_importance_level: low
social_environment_importance_level: low
",
4/25/2023 13:07,gpt-3.5,baseline,verify,2664,283,2947,4/25/2023 13:07,4/25/2023 13:07,20.613355,"Rafael,

Thank you for sharing your case record for our review. 

Regarding your case record #10235, you had a COMPAS risk score of 9 on a scale of 1-10. This means you were scored as a high risk for reoffending.

You received this score primarily because you had a high risk score for noncompliance (8) and a high risk score for substance abuse (8). These were the two most important factors in receiving a high overall risk score.

You also had a high risk score for criminal associates (9) and a high risk score for criminal attitude (7). However, these factors only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (9), number of prior offenses (1), and social environment risk (2), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10235
name: rafael
decile_score: 9
decile_score_level: high

# Features
priors_count: 1
c_charge_degree:
juv_fel_count:
family_criminality:
criminal_attitude: 7
criminal_associates: 9
financial_problems: 9
substance_abuse: 8
noncompliance: 8
social_environment: 2
vocational:

# Feature Levels
priors_count_level: low
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level:
criminal_attitude_level: high
criminal_associates_level: high
financial_problems_level: high
substance_abuse_level: high
noncompliance_level: high
social_environment_level: low
vocational_level:

# Feature Importance Levels
noncompliance_importance_level: high
substance_abuse_importance_level: high
criminal_associates_importance_level: medium
criminal_attitude_importance_level: medium
financial_problems_importance_level: low
social_environment_importance_level: low
priors_count_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: low
vocational_importance_level: low
",
4/25/2023 13:07,gpt-3.5,baseline,verify,2652,278,2930,4/25/2023 13:07,4/25/2023 13:07,19.047098,"Kathleen,

Thank you for sharing your case record for our review. 

Regarding your case record #10270, you had a COMPAS risk score of 2 on a scale of 1-10. This means you were scored as a low risk for reoffending.

You received this score primarily because you had a high risk score for criminal attitude (7) and a medium risk score for criminal associates (6). These were the two most important factors in receiving a low overall risk score.

You also had a medium risk score for substance abuse (4). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (5), number of prior offenses (0), and social environment risk (3), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10270
name: kathleen
decile_score: 2
decile_score_level: low

# Features
priors_count: 0
c_charge_degree:
juv_fel_count:
family_criminality:
criminal_attitude: 7
criminal_associates: 6
financial_problems: 5
substance_abuse: 4
noncompliance:
social_environment: 3
vocational:

# Feature Levels
priors_count_level: low
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level:
criminal_attitude_level: high
criminal_associates_level: medium
financial_problems_level: medium
substance_abuse_level: medium
noncompliance_level:
social_environment_level: low
vocational_level:

# Feature Importance Levels
criminal_attitude_importance_level: high
criminal_associates_importance_level: medium
substance_abuse_importance_level: medium
financial_problems_importance_level: low
priors_count_importance_level: low
social_environment_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: low
noncompliance_importance_level: low
vocational_importance_level: low
",
4/25/2023 13:08,gpt-3.5,baseline,verify,2675,281,2956,4/25/2023 13:07,4/25/2023 13:08,19.264809,"Mercedes,

Thank you for sharing your case record for our review. 

Regarding your case record #10388, you had a COMPAS risk score of 6 on a scale of 1-10. This means you were scored as a high risk for reoffending.

You received this score primarily because you had a high risk score for noncompliance (6) and a medium risk score for substance abuse (6). These were the two most important factors in receiving a high overall risk score.

You also had a high risk score for criminal associates (9). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including vocational risk factors (6), number of prior offenses (3), and social environment risk (4), etc. were of low importance to the COMPAS algorithm's score.

It is worth noting that your degree of charges was a misdemeanor (M), which is a low risk factor.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10388
name: mercedes
decile_score: 6
decile_score_level: high

# Features
priors_count: 3
c_charge_degree: M
juv_fel_count:
family_criminality:
criminal_attitude:
criminal_associates: 9
financial_problems:
substance_abuse: 6
noncompliance: 6
social_environment: 4
vocational: 6

# Feature Levels
priors_count_level: medium
c_charge_degree_level: low
juv_fel_count_level:
family_criminality_level:
criminal_attitude_level:
criminal_associates_level: high
financial_problems_level:
substance_abuse_level: medium
noncompliance_level: high
social_environment_level: medium
vocational_level: medium

# Feature Importance Levels
noncompliance_importance_level: high
substance_abuse_importance_level: medium
criminal_associates_importance_level: medium
priors_count_importance_level: low
social_environment_importance_level: low
vocational_importance_level: low
financial_problems_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: low
criminal_attitude_importance_level: low
",
4/25/2023 13:08,gpt-3.5,baseline,verify,2650,278,2928,4/25/2023 13:08,4/25/2023 13:08,19.325328,"Adam,

Thank you for sharing your case record for our review. 

Regarding your case record #10390, you had a COMPAS risk score of 4 on a scale of 1-10. This means you were scored as a medium risk for reoffending.

You received this score primarily because you had a high risk score for criminal attitude (7) and a medium risk score for noncompliance (4). These were the two most important factors in receiving a medium overall risk score.

You also had a medium risk score for family criminality (4). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including substance abuse (5), social environment risk (5), and financial problems (4), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10390
name: adam
decile_score: 4
decile_score_level: medium

# Features
priors_count: 
c_charge_degree:
juv_fel_count:
family_criminality: 4
criminal_attitude: 7
criminal_associates:
financial_problems: 4
substance_abuse: 5
noncompliance: 4
social_environment: 5
vocational:

# Feature Levels
priors_count_level: 
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level: medium
criminal_attitude_level: high
criminal_associates_level:
financial_problems_level: medium
substance_abuse_level: low
noncompliance_level: medium
social_environment_level: low
vocational_level:

# Feature Importance Levels
noncompliance_importance_level: medium
substance_abuse_importance_level: low
criminal_associates_importance_level: low
social_environment_importance_level: low
priors_count_importance_level: low
vocational_importance_level: low
financial_problems_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: medium
criminal_attitude_importance_level: high
",
4/25/2023 13:08,gpt-3.5,baseline,verify,2650,276,2926,4/25/2023 13:08,4/25/2023 13:08,19.130965,"Michael,

Thank you for sharing your case record for our review. 

Regarding your case record #10811, you had a COMPAS risk score of 5 on a scale of 1-10. This means you were scored as a medium risk for reoffending.

You received this score primarily because you had a high risk score for criminal attitude (8) and a high risk score for noncompliance (6). These were the two most important factors in receiving a medium overall risk score.

You also had a medium risk score for substance abuse (5). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (7), social environment risk (6), and vocational risk factors (7), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10811
name: michael
decile_score: 5
decile_score_level: medium

# Features
priors_count:
c_charge_degree:
juv_fel_count:
family_criminality:
criminal_attitude: 8
criminal_associates:
financial_problems: 7
substance_abuse: 5
noncompliance: 6
social_environment: 6
vocational: 7

# Feature Levels
priors_count_level:
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level:
criminal_attitude_level: high
criminal_associates_level:
financial_problems_level: high
substance_abuse_level: medium
noncompliance_level: high
social_environment_level: medium
vocational_level: high

# Feature Importance Levels
noncompliance_importance_level: high
criminal_attitude_importance_level: high
substance_abuse_importance_level: medium
financial_problems_importance_level: low
social_environment_importance_level: low
priors_count_importance_level: low
criminal_associates_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: low
vocational_importance_level: low
",
4/25/2023 13:09,gpt-3.5,baseline,verify,2650,276,2926,4/25/2023 13:08,4/25/2023 13:09,18.685562,"John,

Thank you for sharing your case record for our review. 

Regarding your case record #10925, you had a COMPAS risk score of 2 on a scale of 1-10. This means you were scored as a low risk for reoffending.

You received this score primarily because you had a high risk score for criminal attitude (7) and a medium risk score for substance abuse (4). These were the two most important factors in receiving a low overall risk score.

You also had a medium risk score for criminal associates (5). However, this factor only contributed low importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (4), number of prior offenses (3), and social environment risk (3), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10925
name: john
decile_score: 2
decile_score_level: low

# Features
priors_count: 3
c_charge_degree:
juv_fel_count:
family_criminality:
criminal_attitude: 7
criminal_associates: 5
financial_problems: 4
substance_abuse: 4
noncompliance:
social_environment: 3
vocational:

# Feature Levels
priors_count_level: medium
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level:
criminal_attitude_level: high
criminal_associates_level: medium
financial_problems_level: low
substance_abuse_level: medium
noncompliance_level:
social_environment_level: low
vocational_level:

# Feature Importance Levels
criminal_attitude_importance_level: high
substance_abuse_importance_level: medium
criminal_associates_importance_level: low
financial_problems_importance_level: low
priors_count_importance_level: low
social_environment_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: low
noncompliance_importance_level: low
vocational_importance_level: low
",
4/25/2023 13:09,gpt-3.5,baseline,verify,2663,282,2945,4/25/2023 13:09,4/25/2023 13:09,21.758223,"Terrence,

Thank you for sharing your case record for our review. 

Regarding your case record #10964, you had a COMPAS risk score of 4 on a scale of 1-10. This means you were scored as a medium risk for reoffending.

You received this score primarily because you had a high risk score for substance abuse (6), a high risk score for noncompliance (5), and a high risk score for number of prior offenses (9). These were the three most important factors in receiving a medium overall risk score.

You also had a medium risk score for criminal associates (4). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (1), social environment risk (5), and vocational risk factors (4), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10964
name: terrence
decile_score: 4
decile_score_level: medium

# Features
priors_count: 9
c_charge_degree:
juv_fel_count:
family_criminality:
criminal_attitude:
criminal_associates: 4
financial_problems: 1
substance_abuse: 6
noncompliance: 5
social_environment: 5
vocational: 4

# Feature Levels
priors_count_level: high
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level:
criminal_attitude_level:
criminal_associates_level: medium
financial_problems_level: low
substance_abuse_level: high
noncompliance_level: high
social_environment_level: medium
vocational_level: medium

# Feature Importance Levels
noncompliance_importance_level: high
substance_abuse_importance_level: high
priors_count_importance_level: high
criminal_associates_importance_level: medium
social_environment_importance_level: low
vocational_importance_level: low
financial_problems_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
family_criminality_importance_level: low
criminal_attitude_importance_level: low
",
4/25/2023 13:09,gpt-3.5,baseline,verify,2618,273,2891,4/25/2023 13:09,4/25/2023 13:09,17.796347,"Eric,

Thank you for sharing your case record for our review. 

Regarding your case record #10969, you had a COMPAS risk score of 3 on a scale of 1-10. This means you were scored as a low risk for reoffending.

You received this score primarily because you had a high risk score for substance abuse (3) and a high risk score for noncompliance (5). These were the two most important factors in receiving a low overall risk score.

The remaining risk factors including financial problems (7), family criminality risk (5), and vocational risk factors (5), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10969
name: eric
decile_score: 3
decile_score_level: low

# Features
priors_count: 
c_charge_degree:
juv_fel_count:
family_criminality: 5
criminal_attitude:
criminal_associates:
financial_problems: 7
substance_abuse: 3
noncompliance: 5
social_environment:
vocational: 5

# Feature Levels
priors_count_level:
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level: medium
criminal_attitude_level:
criminal_associates_level:
financial_problems_level: high
substance_abuse_level: high
noncompliance_level: high
social_environment_level:
vocational_level: medium

# Feature Importance Levels
noncompliance_importance_level: high
substance_abuse_importance_level: high
financial_problems_importance_level: low
family_criminality_importance_level: low
social_environment_importance_level: low
priors_count_importance_level: low
criminal_associates_importance_level: low
vocational_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
criminal_attitude_importance_level: low
",
4/25/2023 13:10,gpt-3.5,baseline,verify,2651,270,2921,4/25/2023 13:09,4/25/2023 13:10,18.391745,"Alexander,

Thank you for sharing your case record for our review. 

Regarding your case record #10992, you had a COMPAS risk score of 6 on a scale of 1-10. This means you were scored as a high risk for reoffending.

You received this score primarily because you had a high risk score for noncompliance (6) and a medium risk score for substance abuse (6). These were the two most important factors in receiving a high overall risk score.

You also had a high risk score for criminal associates (7). However, this factor only contributed medium importance to the COMPAS algorithm's scoring of your overall risk.

The remaining risk factors including financial problems (7), family criminality risk (6), and vocational risk factors (7), etc. were of low importance to the COMPAS algorithm's score.

Demographic data including age, sex, race, etc., were not included in the algorithm's decision because they are protected by law.

Please let us know if you have any questions or concerns.

Sincerely,
Explainable AI

","# Case Info
id: 10992
name: alexander
decile_score: 6
decile_score_level: high

# Features
priors_count: 
c_charge_degree:
juv_fel_count:
family_criminality: 6
criminal_attitude:
criminal_associates: 7
financial_problems: 7
substance_abuse: 6
noncompliance: 6
social_environment:
vocational: 7

# Feature Levels
priors_count_level: 
c_charge_degree_level:
juv_fel_count_level:
family_criminality_level: medium
criminal_attitude_level:
criminal_associates_level: high
financial_problems_level: low
substance_abuse_level: medium
noncompliance_level: high
social_environment_level:
vocational_level: low

# Feature Importance Levels
noncompliance_importance_level: high
substance_abuse_importance_level: medium
criminal_associates_importance_level: medium
financial_problems_importance_level: low
family_criminality_importance_level: low
vocational_importance_level: low
c_charge_degree_importance_level: low
juv_fel_count_importance_level: low
criminal_attitude_importance_level: low
social_environment_importance_level: low
",
